permalink,name,category_list,status,country_code,founded_at,company_permalink,funding_round_type,funded_at,raised_amount_usd,main_sector
opinio-2,Opinio,Logistics,operating,IND,01-01-2015,opinio-2,venture,20-10-2015,7000000.0,Others
paladion,Paladion,Enterprise Software,operating,IND,01-01-2000,paladion,venture,18-06-2014,10000000.0,Others
parcelled-in,Parcelled.in,Logistics,operating,IND,01-01-2014,parcelled-in,venture,26-10-2015,5000000.0,Others
paymate-india,PayMate India,E-Commerce,operating,IND,01-01-2006,paymate-india,venture,01-06-2008,9000000.0,Others
paymate-india,PayMate India,E-Commerce,operating,IND,01-01-2006,paymate-india,venture,01-07-2006,5000000.0,Others
people-interactive-india,People Interactive (India),Curated Web,operating,IND,,people-interactive-india,venture,10-03-2006,8000000.0,"News, Search and Messaging"
pepperfry-com,Pepperfry.com,E-Commerce,operating,IND,01-01-2011,pepperfry-com,venture,02-04-2013,8000000.0,Others
pepperfry-com,Pepperfry.com,E-Commerce,operating,IND,01-01-2011,pepperfry-com,venture,12-12-2011,5000000.0,Others
pepperfry-com,Pepperfry.com,E-Commerce,operating,IND,01-01-2011,pepperfry-com,venture,27-05-2014,15000000.0,Others
peppertap,PepperTap,Apps,operating,IND,26-11-2014,peppertap,venture,14-04-2015,10000000.0,"News, Search and Messaging"
perfint-healthcare,Perfint Healthcare,Biotechnology,operating,IND,01-01-2005,perfint-healthcare,venture,01-07-2010,7200000.0,Cleantech / Semiconductors
perfint-healthcare,Perfint Healthcare,Biotechnology,operating,IND,01-01-2005,perfint-healthcare,venture,01-12-2011,8000000.0,Cleantech / Semiconductors
perfint-healthcare,Perfint Healthcare,Biotechnology,operating,IND,01-01-2005,perfint-healthcare,venture,01-01-2013,14000000.0,Cleantech / Semiconductors
pokkt,POKKT,Games,operating,IND,01-08-2012,pokkt,venture,03-11-2015,5000000.0,Entertainment
policybazaar,PolicyBazaar,Finance,operating,IND,01-01-2008,policybazaar,venture,08-04-2013,5000000.0,"Social, Finance, Analytics, Advertising"
portea-medical,Portea Medical,Health Care,operating,IND,,portea-medical,venture,02-12-2013,9000000.0,Health
power-mech-projects,Power Mech Projects,Construction,operating,IND,01-01-1999,power-mech-projects,venture,07-08-2015,13000000.0,Manufacturing
power2sme,Power2SME,Enterprise Software,operating,IND,01-01-2012,power2sme,venture,15-09-2014,6800000.0,Others
power2sme,Power2SME,Enterprise Software,operating,IND,01-01-2012,power2sme,venture,24-07-2013,6000000.0,Others
prabhat-fresh,Prabhat fresh,Distribution,operating,IND,01-01-1998,prabhat-fresh,venture,23-09-2015,12800000.0,Others
prime-focus-technologies,Prime Focus Technologies,Software,operating,IND,01-01-2008,prime-focus-technologies,venture,09-04-2014,7500000.0,Others
prizm-payment-services,Prizm Payment Services,Finance,acquired,IND,01-01-2008,prizm-payment-services,venture,05-08-2011,8000000.0,"Social, Finance, Analytics, Advertising"
qikpod,Qikpod,Logistics,operating,IND,01-01-2015,qikpod,venture,30-11-2015,9000000.0,Others
quick-heal-technologies,Quick Heal Technologies,Software,operating,IND,,quick-heal-technologies,venture,18-08-2010,13000000.0,Others
quikr-india,Quikr,Curated Web,operating,IND,12-01-2008,quikr-india,venture,09-05-2011,8000000.0,"News, Search and Messaging"
quikr-india,Quikr,Curated Web,operating,IND,12-01-2008,quikr-india,venture,31-03-2010,6000000.0,"News, Search and Messaging"
qwikcilver-solutions,QwikCilver Solutions,Computers,operating,IND,,qwikcilver-solutions,venture,24-12-2014,10000000.0,Manufacturing
qyuki,Qyuki,Collaboration,operating,IND,01-06-2011,qyuki,venture,14-02-2012,5400000.0,"Social, Finance, Analytics, Advertising"
qyuki,Qyuki,Collaboration,operating,IND,01-06-2011,qyuki,venture,16-01-2015,10000000.0,"Social, Finance, Analytics, Advertising"
razorpay,Razorpay,FinTech,operating,IND,01-01-2013,razorpay,venture,27-10-2015,9000000.0,"Social, Finance, Analytics, Advertising"
redbus-in,redBus.in,Curated Web,acquired,IND,01-01-2006,redbus-in,venture,01-03-2011,6428770.0,"News, Search and Messaging"
reviews42,Reviews42,Curated Web,operating,IND,28-12-2010,reviews42,venture,07-07-2014,5000000.0,"News, Search and Messaging"
reznext,RezNext,Hospitality,operating,IND,01-01-2012,reznext,venture,08-12-2014,5000000.0,Others
roadrunnr,Roadrunnr,Delivery,operating,IND,01-01-2015,roadrunnr,venture,21-06-2015,11000000.0,"News, Search and Messaging"
roadrunnr,Roadrunnr,Delivery,operating,IND,01-01-2015,roadrunnr,venture,26-10-2015,10000000.0,"News, Search and Messaging"
roposo,Roposo,E-Commerce,operating,IND,01-01-2012,roposo,venture,17-08-2015,15000000.0,Others
roposo,Roposo,E-Commerce,operating,IND,01-01-2012,roposo,venture,26-03-2015,5000000.0,Others
sanghvi,Sanghvi,Real Estate,operating,IND,01-01-2010,sanghvi,venture,10-03-2014,10000000.0,Others
sapience-analytics-private-limited,Sapience Analytics Private Limited,Human Resources,operating,IND,01-01-2009,sapience-analytics-private-limited,venture,13-10-2014,7400000.0,Others
satin-creditcare-network-limited-scnl,Satin Creditcare Network Limited (SCNL),Nonprofits,operating,IND,,satin-creditcare-network-limited-scnl,venture,22-06-2015,8100000.0,Others
securens,Securens,Security,operating,IND,01-01-2012,securens,venture,23-05-2014,5000000.0,Others
sequent-scientific,SeQuent Scientific,Cosmetics,ipo,IND,,sequent-scientific,venture,16-04-2015,8400000.0,Health
shadowfax-technologies,Shadowfax Technologies,Internet,operating,IND,01-01-2015,shadowfax-technologies,venture,12-09-2015,8500000.0,"News, Search and Messaging"
shiram-credit,Shiram Credit,Finance,operating,IND,,shiram-credit,venture,18-09-2011,15000000.0,"Social, Finance, Analytics, Advertising"
shopclues-com,ShopClues.com,Consumer Internet,operating,IND,01-01-2011,shopclues-com,venture,01-03-2014,15000000.0,"Social, Finance, Analytics, Advertising"
shopclues-com,ShopClues.com,Consumer Internet,operating,IND,01-01-2011,shopclues-com,venture,19-03-2013,10000000.0,"Social, Finance, Analytics, Advertising"
shubham-housing-development-finance-company,Shubham Housing Development Finance Company,Financial Services,operating,IND,01-01-2010,shubham-housing-development-finance-company,venture,30-11-2012,8000000.0,"Social, Finance, Analytics, Advertising"
skanray-technologies,Skanray Technologies,Manufacturing,operating,IND,01-01-2007,skanray-technologies,venture,03-09-2013,14750000.0,Manufacturing
smartairtrip,Smartairtrip,Hotels,operating,IND,,smartairtrip,venture,23-02-2015,10000000.0,Entertainment
sms-gupshup,SMS GupShup,Mobile,operating,IND,01-06-1994,sms-gupshup,venture,20-01-2010,12000000.0,"News, Search and Messaging"
sms-gupshup,SMS GupShup,Mobile,operating,IND,01-06-1994,sms-gupshup,venture,31-08-2011,10000000.0,"News, Search and Messaging"
snapdeal,Snapdeal,E-Commerce,operating,IND,01-01-2010,snapdeal,venture,01-01-2011,12000000.0,Others
somany-ceramics,Somany Ceramics,Manufacturing,operating,IND,01-01-1969,somany-ceramics,venture,27-02-2014,8000000.0,Manufacturing
speakwell-enterprises,Speakwell Enterprises,Communications Infrastructure,operating,IND,,speakwell-enterprises,venture,10-03-2015,10000000.0,Manufacturing
spire-technologies,Spire Technologies,Analytics,operating,IND,01-01-2008,spire-technologies,venture,11-12-2013,8000000.0,"Social, Finance, Analytics, Advertising"
sportzvillage,SportzVillage,Events,operating,IND,,sportzvillage,venture,05-10-2015,10000000.0,Entertainment
sunborne-energy,SunBorne Energy,Clean Technology,operating,IND,01-01-2008,sunborne-energy,venture,16-12-2009,5000000.0,Cleantech / Semiconductors
sunborne-energy,SunBorne Energy,Clean Technology,operating,IND,01-01-2008,sunborne-energy,venture,20-06-2012,5000000.0,Cleantech / Semiconductors
surewaves,SureWaves,News,operating,IND,01-09-2006,surewaves,venture,13-01-2014,5700000.0,"News, Search and Messaging"
tastykhana,TastyKhana,E-Commerce,acquired,IND,01-01-2007,tastykhana,venture,13-06-2013,5000000.0,Others
taxiforsure-com,TaxiForSure.com,Automotive,acquired,IND,01-06-2011,taxiforsure-com,venture,18-04-2014,10000000.0,Automotive & Sports
teabox,Teabox,E-Commerce,operating,IND,01-07-2012,teabox,venture,24-03-2015,6000000.0,Others
tejas-networks-india,Tejas Networks India,Web Hosting,operating,IND,01-01-2000,tejas-networks-india,venture,06-01-2005,15000000.0,Others
teledna,TeleDNA,Mobile,operating,IND,01-06-2001,teledna,venture,06-11-2008,10490000.0,"News, Search and Messaging"
the-porter,The Porter,Internet,operating,IND,01-01-2014,the-porter,venture,24-06-2015,5500000.0,"News, Search and Messaging"
tinyowl-technology,TinyOwl Technology,Apps,operating,IND,,tinyowl-technology,venture,30-10-2015,7665775.0,"News, Search and Messaging"
tonbo-imaging,Tonbo Imaging,Design,operating,IND,01-01-2012,tonbo-imaging,venture,05-08-2013,6400000.0,Automotive & Sports
toppr,Toppr,Education,operating,IND,01-01-2013,toppr,venture,07-05-2015,10000000.0,Others
travelguru,TravelGuru,Career Planning,acquired,IND,,travelguru,venture,29-11-2006,15000000.0,"Social, Finance, Analytics, Advertising"
treebo-hotels,Treebo Hotels,Hospitality,operating,IND,01-01-2015,treebo-hotels,venture,23-06-2015,6000000.0,Others
tripfactory,Tripfactory,Travel,operating,IND,14-11-2013,tripfactory,venture,31-07-2015,10000000.0,Entertainment
trivitron-healthcare,Trivitron Healthcare,Biotechnology,operating,IND,,trivitron-healthcare,venture,02-11-2007,11000000.0,Cleantech / Semiconductors
trucksfirst,TrucksFirst,Logistics,operating,IND,,trucksfirst,venture,14-05-2015,10000000.0,Others
tutorvista-com,TutorVista.com,Education,operating,IND,01-09-2005,tutorvista-com,venture,20-12-2006,10750000.0,Others
unicommerce,Unicommerce eSolutions Pvt. Ltd.,Auctions,operating,IND,01-02-2012,unicommerce,venture,07-11-2014,10000000.0,"Social, Finance, Analytics, Advertising"
urban-ladder,Urban Ladder,E-Commerce,operating,IND,12-07-2012,urban-ladder,venture,18-11-2013,5000000.0,Others
urbanclap,UrbanClap,Apps,operating,IND,01-10-2014,urbanclap,venture,29-06-2015,10000000.0,"News, Search and Messaging"
valyoo-technologies,Valyoo Technologies,Fashion,operating,IND,,valyoo-technologies,venture,08-02-2013,10000000.0,Entertainment
vardhman-textiles,Vardhman Textiles,Fashion,operating,IND,01-01-1973,vardhman-textiles,venture,17-07-2013,5000000.0,Entertainment
vedantu-innovations,Vedantu,EdTech,operating,IND,13-04-2014,vedantu-innovations,venture,07-05-2015,5000000.0,Others
veeba-foods,Veeba Foods,Food Processing,operating,IND,01-01-2013,veeba-foods,venture,01-06-2015,6000000.0,Manufacturing
via-3,Via,Travel,operating,IND,26-06-2006,via-3,venture,06-06-2007,5000000.0,Entertainment
vizury,Vizury,Ad Targeting,operating,IND,01-12-2008,vizury,venture,26-10-2012,9000000.0,"Social, Finance, Analytics, Advertising"
voonik-com,Voonik,E-Commerce,operating,IND,17-01-2013,voonik-com,venture,09-06-2015,5000000.0,Others
voylla-retail-pvt-ltd,Voylla Retail Pvt. Ltd.,E-Commerce,operating,IND,01-05-2012,voylla-retail-pvt-ltd,venture,05-10-2015,15000000.0,Others
vriti-infocom,Vriti Infocom,Education,operating,IND,,vriti-infocom,venture,25-08-2010,5000000.0,Others
vserv,Vserv,Emerging Markets,operating,IND,04-01-2010,vserv,venture,02-03-2015,11000000.0,Others
vyome-biosciences,Vyome Biosciences,Biotechnology,operating,IND,01-01-2010,vyome-biosciences,venture,12-08-2014,8000000.0,Cleantech / Semiconductors
webshastra-pvt-ltd,Webshastra,Internet,acquired,IND,,webshastra-pvt-ltd,venture,14-12-2005,10000000.0,"News, Search and Messaging"
wooplr,Wooplr,Curated Web,operating,IND,23-03-2012,wooplr,venture,18-02-2015,5000000.0,"News, Search and Messaging"
yatra-online,Yatra,Travel,operating,IND,01-08-2006,yatra-online,venture,05-07-2012,14500000.0,Entertainment
yatra-online,Yatra,Travel,operating,IND,01-08-2006,yatra-online,venture,11-01-2006,5000000.0,Entertainment
yebhi,Yebhi,Fashion,operating,IND,01-01-2009,yebhi,venture,25-04-2013,12000000.0,Entertainment
yebhi,Yebhi,Fashion,operating,IND,01-01-2009,yebhi,venture,01-01-2011,9000000.0,Entertainment
yepme-com,yepme.com,Brand Marketing,operating,IND,01-01-2010,yepme-com,venture,09-01-2015,12700000.0,"Social, Finance, Analytics, Advertising"
yuhi-hospitality,YUHI Hospitality,Food Processing,operating,IND,,yuhi-hospitality,venture,06-11-2015,15000000.0,Manufacturing
zinka-logistics,Zinka Logistics,Internet,operating,IND,,zinka-logistics,venture,25-06-2015,6000000.0,"News, Search and Messaging"
zivame-com,Zivame.com,Fashion,operating,IND,01-05-2011,zivame-com,venture,10-12-2013,6000000.0,Entertainment
zo-rooms,ZO Rooms,Hospitality,operating,IND,01-01-2014,zo-rooms,venture,20-07-2015,15000000.0,Others
zomato,Zomato,Content Discovery,operating,IND,10-07-2008,zomato,venture,21-02-2013,10000000.0,Entertainment
zoomcar-india,ZoomCar,Automotive,operating,IND,01-01-2012,zoomcar-india,venture,31-10-2014,8000000.0,Automotive & Sports
zoomcar-india,ZoomCar,Automotive,operating,IND,01-01-2012,zoomcar-india,venture,08-07-2015,11000000.0,Automotive & Sports
zoomo,Zoomo,Internet,operating,IND,01-01-2014,zoomo,venture,02-07-2015,5000000.0,"News, Search and Messaging"
zopnow,ZopNow,Groceries,operating,IND,13-09-2011,zopnow,venture,13-04-2015,10000000.0,Manufacturing
