permalink,name,category_list,status,country_code,founded_at,company_permalink,funding_round_type,funded_at,raised_amount_usd,main_sector
azure-power,Azure Power,Clean Technology,operating,IND,01-01-2008,azure-power,venture,18-04-2013,10000000.0,Cleantech / Semiconductors
azure-power,Azure Power,Clean Technology,operating,IND,01-01-2008,azure-power,venture,01-07-2014,15000000.0,Cleantech / Semiconductors
azure-power,Azure Power,Clean Technology,operating,IND,01-01-2008,azure-power,venture,22-11-2011,13600000.0,Cleantech / Semiconductors
azure-power,Azure Power,Clean Technology,operating,IND,01-01-2008,azure-power,venture,06-09-2012,8600000.0,Cleantech / Semiconductors
babajob,Babajob,Curated Web,operating,IND,27-08-2007,babajob,venture,28-04-2015,10000000.0,"News, Search and Messaging"
bakers-circle,Bakers Circle,Food Processing,operating,IND,01-01-2001,bakers-circle,venture,23-02-2015,9600000.0,Manufacturing
bankbazaar,BankBazaar.com,Credit Cards,operating,IND,01-07-2008,bankbazaar,venture,18-03-2011,6000000.0,"Social, Finance, Analytics, Advertising"
bankbazaar,BankBazaar.com,Credit Cards,operating,IND,01-07-2008,bankbazaar,venture,13-01-2014,13000000.0,"Social, Finance, Analytics, Advertising"
belong,Belong,Internet,operating,IND,01-01-2014,belong,venture,22-06-2015,5000000.0,"News, Search and Messaging"
bharat-light-and-power-group-private-limited,Bharat Light and Power Group,Clean Technology,operating,IND,01-01-2010,bharat-light-and-power-group-private-limited,venture,05-07-2011,6100000.0,Cleantech / Semiconductors
bharat-light-and-power-group-private-limited,Bharat Light and Power Group,Clean Technology,operating,IND,01-01-2010,bharat-light-and-power-group-private-limited,venture,23-10-2012,9250000.0,Cleantech / Semiconductors
bharat-matrimony,Bharat Matrimony,Curated Web,operating,IND,12-03-1969,bharat-matrimony,venture,05-02-2008,11750000.0,"News, Search and Messaging"
bluestone-com,Bluestone.com,Curated Web,operating,IND,01-01-2011,bluestone-com,venture,24-01-2012,5000000.0,"News, Search and Messaging"
bluestone-com,Bluestone.com,Curated Web,operating,IND,01-01-2011,bluestone-com,venture,18-03-2014,10000000.0,"News, Search and Messaging"
bookmycab,Bookmycab,Public Transportation,operating,IND,01-01-2012,bookmycab,venture,19-02-2014,6500000.0,Health
canvera-digital-technologies,Canvera Digital Technologies,Software,operating,IND,01-01-2007,canvera-digital-technologies,venture,29-08-2012,6500000.0,Others
capital-float,Capital Float,Financial Services,operating,IND,01-01-2013,capital-float,venture,10-02-2015,13000000.0,"Social, Finance, Analytics, Advertising"
caratlane,CaratLane,E-Commerce,operating,IND,01-10-2008,caratlane,venture,22-06-2011,6000000.0,Others
caratlane,CaratLane,E-Commerce,operating,IND,01-10-2008,caratlane,venture,13-05-2013,15000000.0,Others
cardekho,Cardekho,Automotive,operating,IND,01-01-2005,cardekho,venture,27-11-2013,15000000.0,Automotive & Sports
carwale,CarWale,E-Commerce,acquired,IND,01-01-2005,carwale,venture,05-11-2008,7000000.0,Others
casa-grande,Casa Grande,Real Estate,operating,IND,01-01-2004,casa-grande,venture,17-06-2013,9500000.0,Others
ce-info-systems,CE Info Systems,Software,operating,IND,01-01-1992,ce-info-systems,venture,15-02-2009,9000000.0,Others
centre-for-sight,Centre for Sight,Biotechnology,operating,IND,01-01-1996,centre-for-sight,venture,03-07-2013,5000000.0,Cleantech / Semiconductors
chai-point,Chai Point,Food Processing,operating,IND,01-01-2010,chai-point,venture,16-09-2015,10000000.0,Manufacturing
chakpak-media,Chakpak Media,News,operating,IND,,chakpak-media,venture,22-12-2008,5000000.0,"News, Search and Messaging"
chef-s-basket,Chef's Basket,Restaurants,operating,IND,,chef-s-basket,venture,10-11-2015,6000000.0,Entertainment
chillr-2,Chillr,Apps,operating,IND,22-12-2013,chillr-2,venture,02-10-2015,6000000.0,"News, Search and Messaging"
citrus,Citrus Payment,E-Commerce,operating,IND,01-01-2011,citrus,venture,06-12-2013,5500000.0,Others
classteacher-learning-systems,Classteacher Learning Systems,EdTech,operating,IND,01-01-1999,classteacher-learning-systems,venture,27-06-2011,15000000.0,Others
cleartrip,Cleartrip,Travel,operating,IND,04-07-2006,cleartrip,venture,12-12-2006,8000000.0,Entertainment
cleartrip,Cleartrip,Travel,operating,IND,04-07-2006,cleartrip,venture,12-05-2014,5400000.0,Entertainment
collectabillia-com,Collectabillia.com,Fashion,operating,IND,01-01-2010,collectabillia-com,venture,10-07-2015,7500000.0,Entertainment
collectabillia-com,Collectabillia.com,Fashion,operating,IND,01-01-2010,collectabillia-com,venture,07-07-2015,7500000.0,Entertainment
commonfloor,CommonFloor,Real Estate,operating,IND,01-01-2007,commonfloor,venture,08-01-2015,15000000.0,Others
commonfloor,CommonFloor,Real Estate,operating,IND,01-01-2007,commonfloor,venture,19-01-2014,10400000.0,Others
commonfloor,CommonFloor,Real Estate,operating,IND,01-01-2007,commonfloor,venture,04-06-2013,7500000.0,Others
connectm-technology-solutions,ConnectM Technology Solutions,Intellectual Asset Management,operating,IND,01-01-2007,connectm-technology-solutions,venture,27-06-2007,6000000.0,Others
conquest,Conquest,Startups,operating,IND,,conquest,venture,06-08-2001,6000000.0,Others
core-diagnostics,Core Diagnostics,Biotechnology,operating,IND,,core-diagnostics,venture,01-07-2012,5000000.0,Cleantech / Semiconductors
coverfox-insurance-broking,Coverfox Insurance,Insurance,operating,IND,01-01-2013,coverfox-insurance-broking,venture,24-04-2015,12000000.0,"Social, Finance, Analytics, Advertising"
crmnext,CRMNEXT,CRM,operating,IND,01-01-2002,crmnext,venture,06-05-2014,7003500.0,"Social, Finance, Analytics, Advertising"
culturealley,CultureAlley,Browser Extensions,operating,IND,01-12-2012,culturealley,venture,03-07-2015,6500000.0,"News, Search and Messaging"
cura-healthcare,CURA Healthcare,Health and Wellness,operating,IND,01-07-2001,cura-healthcare,venture,11-06-2014,6000000.0,Health
cura-healthcare,CURA Healthcare,Health and Wellness,operating,IND,01-07-2001,cura-healthcare,venture,01-01-2012,9000000.0,Health
cygnus-medicare,Cygnus Medicare,Health and Wellness,operating,IND,01-01-2011,cygnus-medicare,venture,17-10-2014,9760000.0,Health
daksh-infosoft,Daksh Infosoft,Advertising,acquired,IND,,daksh-infosoft,venture,24-09-2001,6000000.0,"Social, Finance, Analytics, Advertising"
delhivery,Delhivery,Logistics,operating,IND,01-01-2011,delhivery,venture,30-09-2013,6000000.0,Others
dhruva,Dhruva,Games,operating,IND,01-01-1997,dhruva,venture,27-11-2006,5000000.0,Entertainment
dixon-technologies,Dixon Technologies,Hardware + Software,operating,IND,,dixon-technologies,venture,28-04-2008,9350000.0,Manufacturing
dogspot,DogSpot,Pets,operating,IND,01-01-2007,dogspot,venture,13-12-2013,5000000.0,Health
easylink,EasyLink,Web Design,ipo,IND,14-04-1995,easylink,venture,13-04-2006,5400000.0,"News, Search and Messaging"
ebs-worldwide-services,EBS Worldwide Services,Advertising,operating,IND,01-01-2000,ebs-worldwide-services,venture,07-06-2006,5500000.0,"Social, Finance, Analytics, Advertising"
eka-software-solutions,Eka Software Solutions,Analytics,operating,IND,01-01-2004,eka-software-solutions,venture,01-01-2005,6000000.0,"Social, Finance, Analytics, Advertising"
eka-software-solutions,Eka Software Solutions,Analytics,operating,IND,01-01-2004,eka-software-solutions,venture,01-01-2009,10000000.0,"Social, Finance, Analytics, Advertising"
eko-india-financial-services,Eko India Financial Services,Finance,operating,IND,,eko-india-financial-services,venture,11-07-2011,5500000.0,"Social, Finance, Analytics, Advertising"
electronic-payment-and-services,Electronic Payment and Services (EPS),Hardware + Software,operating,IND,01-01-2012,electronic-payment-and-services,venture,26-08-2013,6000000.0,Manufacturing
electronic-payment-and-services,Electronic Payment and Services (EPS),Hardware + Software,operating,IND,01-01-2012,electronic-payment-and-services,venture,17-12-2013,5000000.0,Manufacturing
elitecore-technologies,Elitecore Technologies,Software,acquired,IND,,elitecore-technologies,venture,19-06-2007,10300000.0,Others
emergent-ventures-india,Emergent Ventures India,Consulting,operating,IND,01-01-1999,emergent-ventures-india,venture,06-04-2008,10040000.0,"Social, Finance, Analytics, Advertising"
epiance,Epiance,Information Technology,operating,IND,01-01-2001,epiance,venture,25-05-2004,7500000.0,"Social, Finance, Analytics, Advertising"
excellence4u,Excellence4u,Consulting,operating,IND,01-01-2011,excellence4u,venture,28-05-2013,10000000.0,"Social, Finance, Analytics, Advertising"
excelsoft,Excelsoft,EdTech,operating,IND,01-01-1999,excelsoft,venture,17-09-2008,8620000.0,Others
eximsoft-trianz,EximSoft-Trianz,Software,acquired,IND,01-01-1997,eximsoft-trianz,venture,16-01-2007,14000000.0,Others
eyantra-industries,eYantra Industries,Software,operating,IND,01-01-2001,eyantra-industries,venture,08-07-2010,7500000.0,Others
eye-q,Eye-Q,Health and Wellness,operating,IND,01-01-2007,eye-q,venture,10-03-2015,9500000.0,Health
ezetap,Ezetap,Mobile,operating,IND,01-01-2011,ezetap,venture,20-02-2014,8000000.0,"News, Search and Messaging"
fashion-you,Fashion & You,E-Commerce,operating,IND,16-11-2009,fashion-you,venture,06-06-2014,10000000.0,Others
fashion-you,Fashion & You,E-Commerce,operating,IND,16-11-2009,fashion-you,venture,09-12-2010,8000000.0,Others
firepro-systems,Firepro Systems,Security,operating,IND,01-01-1992,firepro-systems,venture,04-04-2006,12000000.0,Others
firstcry-com,FirstCry.com,E-Commerce,operating,IND,01-01-2010,firstcry-com,venture,21-01-2014,15000000.0,Others
firstcry-com,FirstCry.com,E-Commerce,operating,IND,01-01-2010,firstcry-com,venture,08-04-2015,10000000.0,Others
firstcry-com,FirstCry.com,E-Commerce,operating,IND,01-01-2010,firstcry-com,venture,13-02-2012,14000000.0,Others
flipkart,Flipkart,E-Commerce,operating,IND,01-09-2007,flipkart,venture,16-06-2010,10000000.0,Others
forus-health,Forus Health,Health Care,operating,IND,,forus-health,venture,27-04-2012,5000000.0,Health
forus-health,Forus Health,Health Care,operating,IND,,forus-health,venture,09-01-2014,8400000.0,Health
fourinteractive,Four Interactive,Curated Web,operating,IND,01-01-2006,fourinteractive,venture,01-09-2007,10000000.0,"News, Search and Messaging"
freecultr,FREECULTR,Fashion,operating,IND,01-01-2011,freecultr,venture,17-07-2012,9000000.0,Entertainment
funds-india,FundsIndia,Finance,operating,IND,01-01-2009,funds-india,venture,18-06-2015,11000000.0,"Social, Finance, Analytics, Advertising"
furlenco,Furlenco,Consumers,operating,IND,01-01-2011,furlenco,venture,23-03-2015,6000000.0,"Social, Finance, Analytics, Advertising"
fusion-microfinance,Fusion Microfinance,Finance,operating,IND,01-01-2010,fusion-microfinance,venture,25-06-2015,8300000.0,"Social, Finance, Analytics, Advertising"
games2win,Games2Win,Games,operating,IND,01-01-2005,games2win,venture,29-03-2007,5000000.0,Entertainment
games2win,Games2Win,Games,operating,IND,01-01-2005,games2win,venture,30-03-2011,6000000.0,Entertainment
girnarsoft,GirnarSoft,Enterprise Software,operating,IND,01-11-2007,girnarsoft,venture,20-11-2013,15000000.0,Others
goldvip-technology-solutions-crown-it,GoldVIP Technology Solutions (Crown-it),Software,operating,IND,01-01-2013,goldvip-technology-solutions-crown-it,venture,18-05-2015,5500000.0,Others
grabhouse,Grabhouse,Real Estate,operating,IND,01-03-2013,grabhouse,venture,08-10-2015,10000000.0,Others
grameen-financial-services,Grameen Financial Services,Finance,operating,IND,01-01-1999,grameen-financial-services,venture,16-05-2014,13500000.0,"Social, Finance, Analytics, Advertising"
grameen-financial-services,Grameen Financial Services,Finance,operating,IND,01-01-1999,grameen-financial-services,venture,04-12-2013,8056050.0,"Social, Finance, Analytics, Advertising"
grofers-trusted-delivery-partner,Grofers,Consumer Electronics,operating,IND,27-12-2013,grofers-trusted-delivery-partner,venture,26-02-2015,10000000.0,Manufacturing
gupshup-technology-india-pvt-ltd,GupShup,Mobile,operating,IND,01-06-2004,gupshup-technology-india-pvt-ltd,venture,14-10-2008,11000000.0,"News, Search and Messaging"
gupshup-technology-india-pvt-ltd,GupShup,Mobile,operating,IND,01-06-2004,gupshup-technology-india-pvt-ltd,venture,02-03-2010,12000000.0,"News, Search and Messaging"
gupshup-technology-india-pvt-ltd,GupShup,Mobile,operating,IND,01-06-2004,gupshup-technology-india-pvt-ltd,venture,22-12-2006,10000000.0,"News, Search and Messaging"
hector-beverages,Hector Beverages,Consumer Goods,operating,IND,01-01-2009,hector-beverages,venture,20-05-2013,8000000.0,Manufacturing
hike,hike,Messaging,operating,IND,12-12-2012,hike,venture,31-03-2014,14000000.0,"News, Search and Messaging"
hike,hike,Messaging,operating,IND,12-12-2012,hike,venture,25-04-2013,7000000.0,"News, Search and Messaging"
hippocampus-learning-centres,Hippocampus Learning Centres,Education,operating,IND,01-01-2010,hippocampus-learning-centres,venture,16-05-2012,13000000.0,Others
hippocampus-learning-centres,Hippocampus Learning Centres,Education,operating,IND,01-01-2010,hippocampus-learning-centres,venture,16-10-2013,5000000.0,Others
holidayiq-com,HolidayIQ,Resorts,operating,IND,01-01-2004,holidayiq-com,venture,20-07-2015,15000000.0,Entertainment
holidayiq-com,HolidayIQ,Resorts,operating,IND,01-01-2004,holidayiq-com,venture,07-02-2013,5000000.0,Entertainment
hopscotch-4,Hopscotch,Baby Accessories,operating,IND,01-01-2011,hopscotch-4,venture,20-01-2015,10800000.0,Health
hurix-systems-private,Hurix Systems Private,Software,operating,IND,01-01-2001,hurix-systems-private,venture,03-10-2007,5100000.0,Others
icreate-software,iCreate Software,Software,operating,IND,01-01-2006,icreate-software,venture,12-12-2012,9200000.0,Others
id-fresh-food,iD Fresh Food,Consumer Goods,operating,IND,01-01-2006,id-fresh-food,venture,31-10-2014,5700000.0,Manufacturing
ideacts-innovations,ideacts innovations,Advertising,operating,IND,,ideacts-innovations,venture,03-07-2008,5000000.0,"Social, Finance, Analytics, Advertising"
imimobile,IMImobile,Mobile,ipo,IND,01-01-1999,imimobile,venture,13-11-2009,13000000.0,"News, Search and Messaging"
imimobile,IMImobile,Mobile,ipo,IND,01-01-1999,imimobile,venture,07-07-2006,10000000.0,"News, Search and Messaging"
incredible-technologies-pvt-ltd,Incredible Technologies (CredR),Automotive,operating,IND,01-01-2014,incredible-technologies-pvt-ltd,venture,11-09-2015,15000000.0,Automotive & Sports
india-property-online,India Property Online,E-Commerce,operating,IND,01-01-2012,india-property-online,venture,09-05-2013,7000000.0,Others
india-property-online,India Property Online,E-Commerce,operating,IND,01-01-2012,india-property-online,venture,19-12-2013,12000000.0,Others
indiaideas,IndiaIdeas,Finance,operating,IND,,indiaideas,venture,22-06-2006,7500000.0,"Social, Finance, Analytics, Advertising"
indianroots,IndianRoots,Designers,operating,IND,01-01-2013,indianroots,venture,07-09-2014,5000000.0,Automotive & Sports
industrybuying,Industrybuying,Business Services,operating,IND,,industrybuying,venture,10-09-2015,9000000.0,"Social, Finance, Analytics, Advertising"
innoviti,Innoviti,Finance,operating,IND,01-01-2002,innoviti,venture,20-07-2015,5000000.0,"Social, Finance, Analytics, Advertising"
intarvo,inTarvo,Consulting,operating,IND,01-01-1995,intarvo,venture,17-09-2009,14000000.0,"Social, Finance, Analytics, Advertising"
intarvo,inTarvo,Consulting,operating,IND,01-01-1995,intarvo,venture,16-10-2007,7900000.0,"Social, Finance, Analytics, Advertising"
ipolicy-networks,iPolicy Networks,Security,operating,IND,,ipolicy-networks,venture,04-10-2005,15000000.0,Others
iprof-learning-solutions,iProf Learning Solutions,Education,operating,IND,01-01-2009,iprof-learning-solutions,venture,23-01-2014,9000000.0,Others
iprof-learning-solutions,iProf Learning Solutions,Education,operating,IND,01-01-2009,iprof-learning-solutions,venture,01-03-2011,6000000.0,Others
ittiam-systems-pvt,Ittiam Systems (Pvt),Enterprise Software,operating,IND,01-01-2001,ittiam-systems-pvt,venture,08-12-2004,6500000.0,Others
itzcash-card-ltd,ItzCash Card Ltd.,Gift Card,operating,IND,01-01-2006,itzcash-card-ltd,venture,12-10-2007,10000000.0,Others
itzcash-card-ltd,ItzCash Card Ltd.,Gift Card,operating,IND,01-01-2006,itzcash-card-ltd,venture,02-09-2014,15000000.0,Others
ivy-health-and-life-sciences,Ivy Health and Life Sciences,Health and Wellness,operating,IND,01-01-2007,ivy-health-and-life-sciences,venture,11-06-2013,12100000.0,Health
iyogi,iYogi,Computers,operating,IND,01-01-2007,iyogi,venture,06-01-2010,15000000.0,Manufacturing
iyogi,iYogi,Computers,operating,IND,01-01-2007,iyogi,venture,01-07-2008,9500000.0,Manufacturing
jugnoo,JUGNOO,Apps,operating,IND,01-11-2014,jugnoo,venture,05-06-2015,5000000.0,"News, Search and Messaging"
k-12-techno-services,K-12 Techno Services,EdTech,operating,IND,,k-12-techno-services,venture,08-09-2010,15000000.0,Others
knowlarity-communications,Knowlarity Communications,Cloud Computing,operating,IND,17-08-2009,knowlarity-communications,venture,19-01-2012,6500000.0,"News, Search and Messaging"
komli-media,Komli Media,Advertising,operating,IND,01-10-2006,komli-media,venture,19-01-2011,15000000.0,"Social, Finance, Analytics, Advertising"
komli-media,Komli Media,Advertising,operating,IND,01-10-2006,komli-media,venture,14-07-2010,6000000.0,"Social, Finance, Analytics, Advertising"
komli-media,Komli Media,Advertising,operating,IND,01-10-2006,komli-media,venture,01-01-2008,7000000.0,"Social, Finance, Analytics, Advertising"
kotak-urja,Kotak Urja,Clean Technology,operating,IND,01-01-1997,kotak-urja,venture,10-11-2008,8000000.0,Cleantech / Semiconductors
lendingkart,Lendingkart,Financial Services,operating,IND,01-01-2014,lendingkart,venture,08-07-2015,10000000.0,"Social, Finance, Analytics, Advertising"
lenskart-com,Lenskart.com,Consumer Goods,operating,IND,01-01-2010,lenskart-com,venture,01-12-2012,10000000.0,Manufacturing
letsbuy-com,LetsBuy.com,Consumer Electronics,acquired,IND,01-01-2009,letsbuy-com,venture,18-01-2011,6000000.0,Manufacturing
liases-foras,Liases Foras,Real Estate,operating,IND,01-01-1999,liases-foras,venture,07-07-2015,5000000.0,Others
limeroad,LimeRoad,E-Commerce,operating,IND,01-01-2012,limeroad,venture,23-10-2012,5000000.0,Others
limeroad,LimeRoad,E-Commerce,operating,IND,01-01-2012,limeroad,venture,05-05-2014,15000000.0,Others
livspace,Livspace,Interior Design,operating,IND,01-01-2012,livspace,venture,11-08-2015,8000000.0,Entertainment
localbanya,LocalBanya,Curated Web,operating,IND,01-05-2012,localbanya,venture,09-01-2014,5000000.0,"News, Search and Messaging"
localoye,LocalOye,Curated Web,operating,IND,01-01-2013,localoye,venture,14-04-2015,5000000.0,"News, Search and Messaging"
loginext-solutions,LogiNext Solutions,Analytics,operating,IND,07-10-2014,loginext-solutions,venture,22-09-2015,10000000.0,"Social, Finance, Analytics, Advertising"
lybrate,Lybrate,Health and Wellness,operating,IND,01-01-2013,lybrate,venture,08-07-2015,10200000.0,Health
maharana-infrastructure-and-professional-services-private-limited-mips,Maharana Infrastructure and Professional Services Private Limited (MIPS),Education,operating,IND,,maharana-infrastructure-and-professional-services-private-limited-mips,venture,01-01-2013,13300000.0,Others
maharana-infrastructure-and-professional-services-private-limited-mips,Maharana Infrastructure and Professional Services Private Limited (MIPS),Education,operating,IND,,maharana-infrastructure-and-professional-services-private-limited-mips,venture,01-04-2011,8300000.0,Others
mahindra-first-choice,Mahindra First Choice,Cars,operating,IND,02-08-2007,mahindra-first-choice,venture,20-03-2015,15000000.0,Automotive & Sports
makemytrip-com,MakeMyTrip.com,Transportation,ipo,IND,01-01-2000,makemytrip-com,venture,08-10-2007,15000000.0,Automotive & Sports
makemytrip-com,MakeMyTrip.com,Transportation,ipo,IND,01-01-2000,makemytrip-com,venture,14-12-2006,13000000.0,Automotive & Sports
mamagoto,Mamagoto,Food Processing,operating,IND,01-01-2010,mamagoto,venture,13-07-2015,10000000.0,Manufacturing
manthan-systems,Manthan Systems,Analytics,operating,IND,01-01-2003,manthan-systems,venture,01-03-2007,5700000.0,"Social, Finance, Analytics, Advertising"
manthan-systems,Manthan Systems,Analytics,operating,IND,01-01-2003,manthan-systems,venture,09-12-2009,15000000.0,"Social, Finance, Analytics, Advertising"
manthan-systems,Manthan Systems,Analytics,operating,IND,01-01-2003,manthan-systems,venture,15-02-2012,15000000.0,"Social, Finance, Analytics, Advertising"
manthan-systems,Manthan Systems,Analytics,operating,IND,01-01-2003,manthan-systems,venture,20-11-2009,15000000.0,"Social, Finance, Analytics, Advertising"
matrimony-com,Matrimony.com,Classifieds,operating,IND,14-04-1997,matrimony-com,venture,06-02-2008,11750000.0,"News, Search and Messaging"
matrimony-com,Matrimony.com,Classifieds,operating,IND,14-04-1997,matrimony-com,venture,02-08-2006,8650000.0,"News, Search and Messaging"
meditrina-hospital,Meditrina Hospital,Hospitality,operating,IND,22-03-2010,meditrina-hospital,venture,05-09-2013,6000000.0,Others
medwell-ventures,Medwell Ventures,Health Care,operating,IND,01-01-2014,medwell-ventures,venture,03-06-2015,10000000.0,Health
microland,Microland,Analytics,operating,IND,01-01-1989,microland,venture,14-01-2005,7300000.0,"Social, Finance, Analytics, Advertising"
microland,Microland,Analytics,operating,IND,01-01-1989,microland,venture,09-08-2006,11000000.0,"Social, Finance, Analytics, Advertising"
milk-mantra,Milk Mantra,Health and Wellness,operating,IND,,milk-mantra,venture,30-06-2014,13080000.0,Health
minglebox,Minglebox,Social Media,operating,IND,01-01-2006,minglebox,venture,01-05-2007,7000000.0,"Social, Finance, Analytics, Advertising"
mistral-solutions,Mistral Solutions,Aerospace,operating,IND,01-01-1997,mistral-solutions,venture,06-02-2008,6500000.0,Automotive & Sports
mobikwik,MobiKwik,Curated Web,operating,IND,01-08-2009,mobikwik,venture,01-01-2013,5000000.0,"News, Search and Messaging"
mobile2win-india,Mobile2Win India,Mobile,operating,IND,,mobile2win-india,venture,13-11-2006,15000000.0,"News, Search and Messaging"
monarch-innovative-technologies,Monarch Innovative Technologies,Software,operating,IND,01-01-1984,monarch-innovative-technologies,venture,28-09-2010,5500000.0,Others
money-on-mobile,Money On Mobile,Curated Web,operating,IND,01-01-2010,money-on-mobile,venture,16-09-2013,10000000.0,"News, Search and Messaging"
moonfrog-labs,Moonfrog Labs,Game,operating,IND,12-10-2013,moonfrog-labs,venture,11-03-2015,15000000.0,Entertainment
mydala,mydala,E-Commerce,operating,IND,01-11-2009,mydala,venture,25-09-2011,6000000.0,Others
mydentist,MyDentist,Health Care,operating,IND,,mydentist,venture,17-06-2015,8000000.0,Health
mydentist,MyDentist,Health Care,operating,IND,,mydentist,venture,01-01-2013,10000000.0,Health
myntra,Myntra,E-Commerce,acquired,IND,01-01-2007,myntra,venture,04-11-2008,5000000.0,Others
myntra,Myntra,E-Commerce,acquired,IND,01-01-2007,myntra,venture,04-03-2011,14000000.0,Others
myntra,Myntra,E-Commerce,acquired,IND,01-01-2007,myntra,venture,01-02-2013,8000000.0,Others
myntra,Myntra,E-Commerce,acquired,IND,01-01-2007,myntra,venture,01-07-2010,11000000.0,Others
mysmartprice,MySmartPrice,Software,operating,IND,10-08-2011,mysmartprice,venture,13-07-2015,10000000.0,Others
naaptol,Naaptol,E-Commerce,operating,IND,01-01-2008,naaptol,venture,18-08-2010,8500000.0,Others
nazara-technologies,Nazara Technologies,Mobile,operating,IND,01-01-2000,nazara-technologies,venture,27-12-2007,7000000.0,"News, Search and Messaging"
neogrowth,Neogrowth,Finance,operating,IND,01-01-2010,neogrowth,venture,04-08-2015,7000000.0,"Social, Finance, Analytics, Advertising"
nephroplus,NephroPlus,Health and Wellness,operating,IND,01-01-2009,nephroplus,venture,05-03-2014,10000000.0,Health
nest-away,NestAway,Real Estate,operating,IND,01-01-2015,nest-away,venture,21-07-2015,12000000.0,Others
network18,Network18,Public Relations,acquired,IND,,network18,venture,01-10-2009,10000000.0,"Social, Finance, Analytics, Advertising"
newgen-software-technologies,Newgen Software Technologies,Software,operating,IND,01-01-1992,newgen-software-technologies,venture,07-01-2008,7650000.0,Others
nobel-hygiene,Nobel Hygiene,E-Commerce,operating,IND,01-01-2001,nobel-hygiene,venture,08-03-2013,11500000.0,Others
nsl-renewable-power,NSL Renewable Power,Clean Technology,operating,IND,01-01-1985,nsl-renewable-power,venture,29-05-2013,5000000.0,Cleantech / Semiconductors
nxtgen-data-center-cloud-services,NxtGen Data Center & Cloud Services,Software,operating,IND,01-01-2012,nxtgen-data-center-cloud-services,venture,02-09-2013,8800000.0,Others
nxtgen-data-center-cloud-services,NxtGen Data Center & Cloud Services,Software,operating,IND,01-01-2012,nxtgen-data-center-cloud-services,venture,01-07-2015,13500000.0,Others
nykaa,Nykaa,Fashion,operating,IND,,nykaa,venture,05-10-2015,9500000.0,Entertainment
octro-2,Octro,Online Gaming,operating,IND,01-01-2006,octro-2,venture,04-06-2014,15000000.0,Entertainment
omni-hospitals,Omni Hospitals,Biotechnology,operating,IND,01-01-2010,omni-hospitals,venture,07-08-2013,9800000.0,Cleantech / Semiconductors
one97-communications,One97 Communications,Mobile,operating,IND,23-12-2000,one97-communications,venture,10-10-2011,10000000.0,"News, Search and Messaging"
