permalink,name,category_list,status,country_code,founded_at,company_permalink,funding_round_type,funded_at,raised_amount_usd,main_sector
nexsan,Nexsan,Enterprise Software,acquired,GBR,01-01-2000,nexsan,venture,18-04-2009,7500000.0,Others
nimsoft,Nimsoft,Cloud Computing,acquired,GBR,01-01-2002,nimsoft,venture,13-10-2008,12000000.0,"News, Search and Messaging"
nimsoft,Nimsoft,Cloud Computing,acquired,GBR,01-01-2002,nimsoft,venture,10-01-2007,10300000.0,"News, Search and Messaging"
njini,Njini,Software,operating,GBR,01-01-2003,njini,venture,06-12-2005,5000000.0,Others
njini,Njini,Software,operating,GBR,01-01-2003,njini,venture,10-07-2006,13000000.0,Others
no-1-traveller,No.1 Traveller,Travel,operating,GBR,01-01-2007,no-1-traveller,venture,18-03-2014,10606760.0,Entertainment
notonthehighstreet,Notonthehighstreet,E-Commerce,operating,GBR,04-04-2006,notonthehighstreet,venture,21-05-2012,15000000.0,Others
notonthehighstreet,Notonthehighstreet,E-Commerce,operating,GBR,04-04-2006,notonthehighstreet,venture,02-08-2010,11900000.0,Others
novabiotics,NovaBiotics,Biotechnology,operating,GBR,01-01-2004,novabiotics,venture,19-01-2015,7569850.0,Cleantech / Semiconductors
novacta-biosystems,Novacta Biosystems,Biotechnology,operating,GBR,01-01-2003,novacta-biosystems,venture,16-01-2008,6869075.0,Cleantech / Semiconductors
nps,NPS,Clean Technology,operating,GBR,01-11-2003,nps,venture,16-05-2008,9700000.0,Cleantech / Semiconductors
nucana-biomed,NuCana BioMed,Biotechnology,operating,GBR,,nucana-biomed,venture,29-11-2011,10529448.0,Cleantech / Semiconductors
nujira,Nujira,Hardware + Software,operating,GBR,01-01-2002,nujira,venture,01-08-2005,7750000.0,Manufacturing
nujira,Nujira,Hardware + Software,operating,GBR,01-01-2002,nujira,venture,30-01-2007,9800000.0,Manufacturing
nujira,Nujira,Hardware + Software,operating,GBR,01-01-2002,nujira,venture,06-09-2012,12000000.0,Manufacturing
nutmeg,Nutmeg,Finance,operating,GBR,01-03-2010,nutmeg,venture,18-06-2012,5322729.0,"Social, Finance, Analytics, Advertising"
ocapo,Ocapo,E-Commerce,operating,GBR,01-01-2013,ocapo,venture,04-07-2013,14394888.0,Others
ocean-outdoor,Ocean Outdoor,Advertising,operating,GBR,,ocean-outdoor,venture,13-05-2008,11597927.0,"Social, Finance, Analytics, Advertising"
oled-t,OLED-T,Manufacturing,operating,GBR,01-01-1999,oled-t,venture,30-05-2006,7000000.0,Manufacturing
oled-t,OLED-T,Manufacturing,operating,GBR,01-01-1999,oled-t,venture,01-08-2005,5660000.0,Manufacturing
oliver-sweeney,Oliver Sweeney,Fashion,operating,GBR,01-01-1989,oliver-sweeney,venture,09-03-2015,5639861.0,Entertainment
omnisens,Omnisens,Clean Technology,operating,GBR,01-01-1999,omnisens,venture,10-09-2008,5320000.0,Cleantech / Semiconductors
omprompt,OmPrompt,Enterprise Software,operating,GBR,01-01-2004,omprompt,venture,03-06-2005,9068595.0,Others
onefinestay,onefinestay,E-Commerce,operating,GBR,01-01-2009,onefinestay,venture,19-06-2012,12200000.0,Others
onetwotrip,OneTwoTrip,Travel,operating,GBR,01-01-2011,onetwotrip,venture,07-09-2012,9000000.0,Entertainment
onetwotrip,OneTwoTrip,Travel,operating,GBR,01-01-2011,onetwotrip,venture,13-03-2015,8000000.0,Entertainment
onyvax,Onyvax,Biotechnology,operating,GBR,,onyvax,venture,08-05-2006,14906222.0,Cleantech / Semiconductors
open-energi,Open Energi,Software,operating,GBR,,open-energi,venture,16-10-2012,8056070.0,Others
opencloud,OpenCloud,Web Hosting,operating,GBR,01-01-2000,opencloud,venture,08-01-2007,10250000.0,Others
opencloud,OpenCloud,Web Hosting,operating,GBR,01-01-2000,opencloud,venture,08-09-2010,7722766.0,Others
opencloud,OpenCloud,Web Hosting,operating,GBR,01-01-2000,opencloud,venture,10-07-2008,10000000.0,Others
opengamma,OpenGamma,Financial Services,operating,GBR,01-08-2009,opengamma,venture,17-01-2011,6000000.0,"Social, Finance, Analytics, Advertising"
opengamma,OpenGamma,Financial Services,operating,GBR,01-08-2009,opengamma,venture,08-08-2012,15000000.0,"Social, Finance, Analytics, Advertising"
origami-energy,Origami Energy,Software,operating,GBR,01-01-2013,origami-energy,venture,01-09-2014,5809932.0,Others
orthogon-systems,Orthogon Systems,Internet,operating,GBR,,orthogon-systems,venture,30-06-2003,7000000.0,"News, Search and Messaging"
osper,Osper,Apps,operating,GBR,01-01-2012,osper,venture,29-06-2014,10000000.0,"News, Search and Messaging"
outplay-entertainment,Outplay Entertainment,Games,operating,GBR,01-01-2010,outplay-entertainment,venture,28-05-2014,5000000.0,Entertainment
oxford-immunotec,Oxford Immunotec,Biotechnology,ipo,GBR,01-01-2002,oxford-immunotec,venture,10-08-2005,12550010.0,Cleantech / Semiconductors
oxford-nanopore-technologies,Oxford Nanopore Technologies,Health Diagnostics,operating,GBR,01-01-2005,oxford-nanopore-technologies,venture,10-05-2006,10260000.0,Health
oxford-photovoltaics,Oxford Photovoltaics,Clean Technology,operating,GBR,01-01-2010,oxford-photovoltaics,venture,06-03-2015,12114420.0,Cleantech / Semiconductors
oxford-photovoltaics,Oxford Photovoltaics,Clean Technology,operating,GBR,01-01-2010,oxford-photovoltaics,venture,08-10-2015,6705937.0,Cleantech / Semiconductors
oxitec,Oxitec,Biotechnology,acquired,GBR,01-01-2002,oxitec,venture,29-03-2011,5542270.0,Cleantech / Semiconductors
oxitec,Oxitec,Biotechnology,acquired,GBR,01-01-2002,oxitec,venture,24-06-2014,10000000.0,Cleantech / Semiconductors
oxonica,Oxonica,Health Diagnostics,acquired,GBR,,oxonica,venture,05-07-2005,14034694.0,Health
packetexchange,PacketExchange,Cloud Computing,acquired,GBR,01-01-2001,packetexchange,venture,02-07-2008,12000000.0,"News, Search and Messaging"
palringo,Palringo,Android,operating,GBR,01-01-2006,palringo,venture,01-12-2007,5164439.0,"Social, Finance, Analytics, Advertising"
parcelgenie,ParcelGenie,Gift Card,operating,GBR,01-01-2009,parcelgenie,venture,01-01-2013,5000000.0,Others
passado,Passado,Curated Web,operating,GBR,01-01-2001,passado,venture,14-12-2006,13200000.0,"News, Search and Messaging"
pelikon,Pelikon,Consumer Electronics,operating,GBR,,pelikon,venture,06-09-2005,9150000.0,Manufacturing
pelikon,Pelikon,Consumer Electronics,operating,GBR,,pelikon,venture,18-06-2003,5000000.0,Manufacturing
people-per-hour,PeoplePerHour.com,Curated Web,operating,GBR,14-09-2007,people-per-hour,venture,08-12-2010,5994980.0,"News, Search and Messaging"
peoplevox,Peoplevox,Databases,operating,GBR,01-08-2008,peoplevox,venture,25-02-2015,6000000.0,"Social, Finance, Analytics, Advertising"
performance-horizon-group,Performance Horizon,Enterprise Software,operating,GBR,01-05-2010,performance-horizon-group,venture,23-09-2014,10000000.0,Others
perpetuum,Perpetuum,Wireless,operating,GBR,01-01-2004,perpetuum,venture,12-10-2007,10181710.0,Entertainment
phagenesis,Phagenesis,Biotechnology,operating,GBR,01-01-2007,phagenesis,venture,04-10-2011,9226700.0,Cleantech / Semiconductors
phase-focus,Phase Focus,Health Care,operating,GBR,01-01-2006,phase-focus,venture,03-07-2012,5000000.0,Health
phosphate-therapeutics,Phosphate Therapeutics,Biotechnology,operating,GBR,,phosphate-therapeutics,venture,05-03-2012,13881000.0,Cleantech / Semiconductors
photobox,PhotoBox,E-Commerce,acquired,GBR,01-01-2000,photobox,venture,01-07-2007,5000000.0,Others
picochip,picoChip,Software,acquired,GBR,01-01-2000,picochip,venture,01-01-2001,7000000.0,Others
piramed,Piramed,Biotechnology,acquired,GBR,01-01-2001,piramed,venture,09-07-2003,13200000.0,Cleantech / Semiconductors
pixsta,Pixsta,Search,operating,GBR,01-01-2010,pixsta,venture,14-06-2008,5835986.0,"News, Search and Messaging"
plasticell,Plasticell,Biotechnology,operating,GBR,,plasticell,venture,31-01-2011,5566500.0,Cleantech / Semiconductors
plaxica,Plaxica,Clean Technology,operating,GBR,01-01-2008,plaxica,venture,10-09-2013,12122011.0,Cleantech / Semiconductors
plaxica,Plaxica,Clean Technology,operating,GBR,01-01-2008,plaxica,venture,28-09-2011,7818181.0,Cleantech / Semiconductors
playcast-media,Playcast Media,Games,operating,GBR,01-01-2007,playcast-media,venture,25-01-2011,10000000.0,Entertainment
player-x,Player X,Games,operating,GBR,01-01-2003,player-x,venture,18-01-2007,9850000.0,Entertainment
player-x,Player X,Games,operating,GBR,01-01-2003,player-x,venture,03-10-2005,7060000.0,Entertainment
playjam,PlayJam,Games,operating,GBR,01-01-1999,playjam,venture,25-10-2011,5000000.0,Entertainment
plumbee,Plumbee,Games,operating,GBR,18-07-2011,plumbee,venture,16-12-2013,13000000.0,Entertainment
portr,Portr,Customer Service,operating,GBR,26-06-2012,portr,venture,31-03-2015,5500000.0,"Social, Finance, Analytics, Advertising"
powerlase,Powerlase Photonics,Energy,acquired,GBR,,powerlase,venture,21-01-2005,13103216.0,Cleantech / Semiconductors
pragmatic-printing,PragmatIC Printing,Electronics,operating,GBR,,pragmatic-printing,venture,27-01-2015,8100000.0,Manufacturing
prodigy-finance,Prodigy Finance,Alumni,operating,GBR,22-08-2007,prodigy-finance,venture,10-08-2015,12500000.0,Others
prodrive,Prodrive,Automotive,operating,GBR,05-08-1984,prodrive,venture,05-08-2015,9345794.0,Automotive & Sports
property-partner,Property Partner,Financial Services,operating,GBR,01-01-2014,property-partner,venture,21-03-2015,7741167.0,"Social, Finance, Analytics, Advertising"
provesica,Provesica,Biotechnology,operating,GBR,01-01-2010,provesica,venture,20-12-2010,6179090.0,Cleantech / Semiconductors
proxama,Proxama,Mobile,operating,GBR,01-01-2005,proxama,venture,03-12-2013,13031162.0,"News, Search and Messaging"
psytechnics,Psytechnics,Public Relations,acquired,GBR,,psytechnics,venture,27-05-2004,11600000.0,"Social, Finance, Analytics, Advertising"
purple-wifi,Purple WiFi,Mobile,operating,GBR,01-10-2012,purple-wifi,venture,12-01-2015,5000000.0,"News, Search and Messaging"
purplebricks,PurpleBricks,Business Services,operating,GBR,01-01-2012,purplebricks,venture,18-08-2014,13364740.0,"Social, Finance, Analytics, Advertising"
push-technology,Push Technology,Digital Media,operating,GBR,,push-technology,venture,12-08-2014,5000000.0,Entertainment
q-chip,Q Chip,Biotechnology,operating,GBR,,q-chip,venture,20-05-2011,6000000.0,Cleantech / Semiconductors
qinec,Qinec,Enterprise Software,operating,GBR,01-01-2005,qinec,venture,09-06-2015,9182806.0,Others
quanta-fluid-solutions,Quanta Fluid Solutions,Health Care,operating,GBR,01-01-2008,quanta-fluid-solutions,venture,01-11-2009,14300000.0,Health
quantumdx-group,QuantuMDx Group,Biotechnology,operating,GBR,04-03-2008,quantumdx-group,venture,02-06-2014,8420000.0,Cleantech / Semiconductors
quartet-medicine-,Quartet Medicine,Biotechnology,operating,GBR,,quartet-medicine-,venture,07-10-2015,6000000.0,Cleantech / Semiconductors
qubit,Qubit,Advertising,operating,GBR,01-01-2010,qubit,venture,04-12-2012,7500000.0,"Social, Finance, Analytics, Advertising"
quietrevolution,quietrevolution,Clean Technology,acquired,GBR,01-05-2005,quietrevolution,venture,01-09-2008,10234700.0,Cleantech / Semiconductors
quill,Quill Content,Content,operating,GBR,01-01-2010,quill,venture,10-03-2014,7576257.0,Entertainment
quipper,Quipper,Android,acquired,GBR,01-12-2010,quipper,venture,06-03-2014,5800000.0,"Social, Finance, Analytics, Advertising"
rangespan,Rangespan,Analytics,acquired,GBR,01-01-2011,rangespan,venture,07-12-2012,5000000.0,"Social, Finance, Analytics, Advertising"
rapid-action-packaging,Rapid Action Packaging,Manufacturing,operating,GBR,01-01-1997,rapid-action-packaging,venture,23-04-2008,7920000.0,Manufacturing
red-m-group,Red-M Group,Mobile,acquired,GBR,01-01-1999,red-m-group,venture,13-12-2005,9620000.0,"News, Search and Messaging"
redeem,Redeem,Environmental Innovation,operating,GBR,,redeem,venture,18-09-2014,13004958.0,Cleantech / Semiconductors
reneuron-group,ReNeuron Group,Biotechnology,operating,GBR,,reneuron-group,venture,22-02-2010,7300000.0,Cleantech / Semiconductors
revolymer,Revolymer,Manufacturing,operating,GBR,,revolymer,venture,15-04-2011,9809911.0,Manufacturing
rockabox,Rockabox,Advertising Platforms,operating,GBR,01-03-2008,rockabox,venture,10-09-2015,5697713.0,"Social, Finance, Analytics, Advertising"
roli,ROLI,Content Creators,operating,GBR,01-01-2009,roli,venture,22-05-2014,12800000.0,Entertainment
rootstock-software,Rootstock Software,Software,operating,GBR,01-01-2008,rootstock-software,venture,08-12-2013,5750000.0,Others
salaryfinance,SalaryFinance,Financial Services,operating,GBR,01-01-2015,salaryfinance,venture,19-11-2015,6100000.0,"Social, Finance, Analytics, Advertising"
salviol,Salviol,Big Data,operating,GBR,01-01-2009,salviol,venture,08-07-2015,7167668.0,"Social, Finance, Analytics, Advertising"
sandwell-community-caring-trust-scct,Sandwell Community Caring Trust (SCCT),Nonprofits,operating,GBR,01-01-1997,sandwell-community-caring-trust-scct,venture,13-08-2013,6515581.0,Others
sealedmedia,SealedMedia,Security,operating,GBR,01-01-1996,sealedmedia,venture,26-04-2005,8500000.0,Others
seatwave,Seatwave,E-Commerce,operating,GBR,01-01-2006,seatwave,venture,05-06-2007,8000000.0,Others
secret-escapes,Secret Escapes,Travel,operating,GBR,01-01-2010,secret-escapes,venture,15-10-2012,12857670.0,Entertainment
secretsales,SecretSales,E-Commerce,operating,GBR,01-01-2007,secretsales,venture,24-04-2014,7560822.0,Others
seedrs,Seedrs,Finance,operating,GBR,16-03-2009,seedrs,venture,30-07-2015,11703571.0,"Social, Finance, Analytics, Advertising"
semmle,Semmle,Software,operating,GBR,28-12-2006,semmle,venture,15-09-2014,8000000.0,Others
sensage,SenSage,Security,acquired,GBR,18-08-2004,sensage,venture,09-04-2008,15000000.0,Others
sensage,SenSage,Security,acquired,GBR,18-08-2004,sensage,venture,18-04-2005,10000000.0,Others
sensage,SenSage,Security,acquired,GBR,18-08-2004,sensage,venture,28-09-2010,6250000.0,Others
sensage,SenSage,Security,acquired,GBR,18-08-2004,sensage,venture,11-04-2007,5000000.0,Others
serentis-ltd,Serentis,Pharmaceuticals,operating,GBR,,serentis-ltd,venture,12-08-2008,10133972.0,Health
shield-therapeutics,Shield Therapeutics,Biotechnology,operating,GBR,,shield-therapeutics,venture,01-06-2011,11814560.0,Cleantech / Semiconductors
shopa,Shopa,Curated Web,operating,GBR,01-11-2012,shopa,venture,11-02-2015,11000000.0,"News, Search and Messaging"
shozu,brylle,Mobile,acquired,GBR,01-01-2001,shozu,venture,01-07-2005,12000000.0,"News, Search and Messaging"
shozu,brylle,Mobile,acquired,GBR,01-01-2001,shozu,venture,21-08-2007,12000000.0,"News, Search and Messaging"
shozu,brylle,Mobile,acquired,GBR,01-01-2001,shozu,venture,29-01-2008,12000000.0,"News, Search and Messaging"
siconnect,SiConnect,Semiconductors,operating,GBR,01-01-2004,siconnect,venture,25-09-2006,5320000.0,Cleantech / Semiconductors
silverrail-technologies,SilverRail Technologies,Technology,operating,GBR,01-04-2009,silverrail-technologies,venture,15-04-2011,5000000.0,Others
silverrail-technologies,SilverRail Technologies,Technology,operating,GBR,01-04-2009,silverrail-technologies,venture,21-07-2010,9000000.0,Others
silverrail-technologies,SilverRail Technologies,Technology,operating,GBR,01-04-2009,silverrail-technologies,venture,21-03-2012,15000000.0,Others
similarweb,SimilarWeb,Advertising,operating,GBR,01-02-2009,similarweb,venture,25-11-2014,15000000.0,"Social, Finance, Analytics, Advertising"
simworx,Simworx,Games,operating,GBR,,simworx,venture,11-08-2015,6992898.0,Entertainment
site-intelligence,Site Intelligence,Software,operating,GBR,,site-intelligence,venture,20-05-2011,7000000.0,Others
siteminder,SiteMinder,Software,operating,GBR,,siteminder,venture,07-05-2012,5715957.0,Others
six-degrees-group,Six Degrees Group,Web Hosting,operating,GBR,01-01-2011,six-degrees-group,venture,26-07-2012,12529381.0,Others
skills-matter,Skills Matter,Architecture,operating,GBR,06-11-2003,skills-matter,venture,06-12-2012,5000000.0,Manufacturing
skyscanner,Skyscanner,Search,operating,GBR,16-05-2003,skyscanner,venture,01-11-2007,5188839.0,"News, Search and Messaging"
smart-cube,Smart Cube,Analytics,operating,GBR,,smart-cube,venture,28-09-2011,6410909.0,"Social, Finance, Analytics, Advertising"
smart-holograms,Smart Holograms,Health Care,operating,GBR,01-01-2001,smart-holograms,venture,01-02-2005,6790000.0,Health
snaptu,Snaptu,Mobile,acquired,GBR,20-02-1994,snaptu,venture,22-06-2010,6000000.0,"News, Search and Messaging"
somo,Somo,Advertising,operating,GBR,01-03-2009,somo,venture,02-04-2014,5500000.0,"Social, Finance, Analytics, Advertising"
songkick,Songkick,Concerts,operating,GBR,01-06-2007,songkick,venture,08-03-2012,10000000.0,Entertainment
sophia-genetics,Sophia Genetics,Biotechnology,operating,GBR,01-01-2011,sophia-genetics,venture,07-07-2014,13750000.0,Cleantech / Semiconductors
spex-group,Spex Group,Consulting,operating,GBR,01-01-2009,spex-group,venture,04-03-2014,7576257.0,"Social, Finance, Analytics, Advertising"
spinvox,SpinVox,Messaging,acquired,GBR,,spinvox,venture,03-08-2009,5500000.0,"News, Search and Messaging"
sportlobster,Sportlobster,Curated Web,operating,GBR,12-06-2012,sportlobster,venture,01-06-2014,7520000.0,"News, Search and Messaging"
sportpursuit,SportPursuit,Advertising,operating,GBR,01-08-2011,sportpursuit,venture,22-11-2015,14448230.0,"Social, Finance, Analytics, Advertising"
sportpursuit,SportPursuit,Advertising,operating,GBR,01-08-2011,sportpursuit,venture,09-02-2014,7576257.0,"Social, Finance, Analytics, Advertising"
srl-global,SRL Global,Enterprise Software,operating,GBR,01-05-2007,srl-global,venture,26-07-2010,11625112.0,Others
state,State,Open Source,operating,GBR,01-01-2010,state,venture,19-02-2013,14000000.0,Others
stats-group,STATS Group,Manufacturing,operating,GBR,,stats-group,venture,06-04-2012,12367192.0,Manufacturing
stingray-geophysical,Stingray Geophysical,Gas,operating,GBR,,stingray-geophysical,venture,23-03-2006,11460000.0,Cleantech / Semiconductors
streetcar,Streetcar,Automotive,acquired,GBR,01-01-2004,streetcar,venture,08-03-2007,12430126.0,Automotive & Sports
stylistpick,Stylistpick,Fashion,operating,GBR,01-01-2010,stylistpick,venture,12-04-2011,8000000.0,Entertainment
stylistpick,Stylistpick,Fashion,operating,GBR,01-01-2010,stylistpick,venture,02-02-2012,11000000.0,Entertainment
stylus-media,Stylus Media,Fashion,operating,GBR,01-01-2010,stylus-media,venture,26-03-2012,9000000.0,Entertainment
sumup,SumUp,Credit Cards,operating,GBR,01-01-2011,sumup,venture,10-06-2015,11293649.0,"Social, Finance, Analytics, Advertising"
sumup,SumUp,Credit Cards,operating,GBR,01-01-2011,sumup,venture,13-08-2014,13000000.0,"Social, Finance, Analytics, Advertising"
superawesome,SuperAwesome,Games,operating,GBR,01-01-2013,superawesome,venture,17-07-2015,7000000.0,Entertainment
supponor,Supponor,Advertising,operating,GBR,,supponor,venture,28-08-2008,8812384.0,"Social, Finance, Analytics, Advertising"
surrey-nanosystems,Surrey NanoSystems,Nanotechnology,operating,GBR,01-01-2005,surrey-nanosystems,venture,13-03-2012,7030391.0,Cleantech / Semiconductors
suso,Suso,Hospitality,acquired,GBR,,suso,venture,24-09-2007,8076566.0,Others
swoon-editions,Swoon Editions,E-Commerce,operating,GBR,22-03-2012,swoon-editions,venture,21-07-2014,6802219.0,Others
syntaxin,Syntaxin,Biotechnology,acquired,GBR,,syntaxin,venture,14-11-2005,10390000.0,Cleantech / Semiconductors
takeda-cambridge,Takeda Cambridge,Biotechnology,operating,GBR,,takeda-cambridge,venture,07-07-2006,12960000.0,Cleantech / Semiconductors
takeda-cambridge,Takeda Cambridge,Biotechnology,operating,GBR,,takeda-cambridge,venture,07-01-2005,9380000.0,Cleantech / Semiconductors
tamoco,Tamoco,Advertising,operating,GBR,01-10-2012,tamoco,venture,21-08-2014,5000000.0,"Social, Finance, Analytics, Advertising"
tao-group-2,Tao Group,Application Platforms,operating,GBR,01-01-1992,tao-group-2,venture,06-05-2004,7000000.0,"News, Search and Messaging"
telepartner,Telepartner,Enterprise Software,operating,GBR,01-01-1987,telepartner,venture,25-05-2007,7000000.0,Others
teraview,TeraView,Manufacturing,operating,GBR,01-01-2001,teraview,venture,21-10-2015,10000000.0,Manufacturing
teraview,TeraView,Manufacturing,operating,GBR,01-01-2001,teraview,venture,26-01-2012,5500000.0,Manufacturing
tesco,Tesco,Enterprise Software,ipo,GBR,01-01-1919,tesco,venture,15-07-2010,8437845.0,Others
the-currency-cloud,Currency Cloud,Developer APIs,operating,GBR,01-01-2012,the-currency-cloud,venture,15-04-2014,10000000.0,"Social, Finance, Analytics, Advertising"
the-fizzback-group,The Fizzback Group,Customer Service,acquired,GBR,01-01-2005,the-fizzback-group,venture,01-03-2007,5000000.0,"Social, Finance, Analytics, Advertising"
the-fresh-group,The fresh Group,Event Management,operating,GBR,01-01-2004,the-fresh-group,venture,05-06-2014,9542943.0,Entertainment
thefilter,The Filter,Personalization,operating,GBR,01-01-2004,thefilter,venture,01-08-2007,5000000.0,Others
thread-com,Thread,Algorithms,operating,GBR,01-06-2012,thread-com,venture,23-08-2015,8000000.0,Others
ticketscript,ticketscript,Event Management,operating,GBR,01-12-2006,ticketscript,venture,28-05-2014,11730685.0,Entertainment
tideway-systems-ltd,Tideway Systems ltd,Information Technology,operating,GBR,,tideway-systems-ltd,venture,06-05-2004,5800000.0,"Social, Finance, Analytics, Advertising"
tigerspike,Tigerspike,Enterprise Software,operating,GBR,11-09-2003,tigerspike,venture,18-07-2011,11000000.0,Others
top10-com,Top10,Travel,operating,GBR,01-02-2011,top10-com,venture,02-03-2014,8000000.0,Entertainment
topivert,TopiVert,Health Care,operating,GBR,,topivert,venture,12-01-2014,6818631.0,Health
topivert,TopiVert,Health Care,operating,GBR,,topivert,venture,06-12-2011,12509719.0,Health
tpp-global-development,TPP Global Development,Biotechnology,operating,GBR,,tpp-global-development,venture,19-07-2010,12200000.0,Cleantech / Semiconductors
trafi,TRAFI,Apps,operating,GBR,01-09-2013,trafi,venture,19-05-2015,6500000.0,"News, Search and Messaging"
trampoline-systems,Trampoline Systems,Enterprise Software,operating,GBR,01-10-2003,trampoline-systems,venture,15-03-2007,5799119.0,Others
transferwise,TransferWise,Consumers,operating,GBR,01-03-2010,transferwise,venture,13-05-2013,6000000.0,"Social, Finance, Analytics, Advertising"
trema-group,Trema Group,Software,acquired,GBR,01-01-1992,trema-group,venture,03-03-2005,10510000.0,Others
trialreach,TrialReach,Clinical Trials,operating,GBR,01-01-2009,trialreach,venture,05-02-2015,13500000.0,Health
tribold,Tribold,Software,acquired,GBR,01-01-2003,tribold,venture,22-03-2007,15000000.0,Others
tribold,Tribold,Software,acquired,GBR,01-01-2003,tribold,venture,14-01-2009,11000000.0,Others
troux-technologies,Troux Technologies,Career Planning,acquired,GBR,01-01-2001,troux-technologies,venture,19-11-2007,7850000.0,"Social, Finance, Analytics, Advertising"
troux-technologies,Troux Technologies,Career Planning,acquired,GBR,01-01-2001,troux-technologies,venture,08-10-2009,10000000.0,"Social, Finance, Analytics, Advertising"
tssi-systems,TSSI Systems,Security,operating,GBR,,tssi-systems,venture,26-07-2005,6084330.0,Others
turbulenz,Turbulenz,Games,operating,GBR,01-01-2009,turbulenz,venture,10-11-2010,5000000.0,Entertainment
twenga,Twenga,Advertising,operating,GBR,17-09-2006,twenga,venture,29-05-2015,10933741.0,"Social, Finance, Analytics, Advertising"
ubiquisys,Ubiquisys,Mobile,acquired,GBR,01-01-2004,ubiquisys,venture,07-09-2006,12000000.0,"News, Search and Messaging"
ubiquisys,Ubiquisys,Mobile,acquired,GBR,01-01-2004,ubiquisys,venture,12-07-2010,9000000.0,"News, Search and Messaging"
ubiquisys,Ubiquisys,Mobile,acquired,GBR,01-01-2004,ubiquisys,venture,11-08-2009,11000000.0,"News, Search and Messaging"
ubiquisys,Ubiquisys,Mobile,acquired,GBR,01-01-2004,ubiquisys,venture,22-09-2010,5000000.0,"News, Search and Messaging"
udex,Udex,Enterprise Software,acquired,GBR,01-01-1998,udex,venture,22-03-2005,5000000.0,Others
ukash,KaliteUKASH,E-Commerce,operating,GBR,01-01-2001,ukash,venture,29-09-2008,14400000.0,Others
unii,Unii,Software,operating,GBR,27-10-2012,unii,venture,09-08-2012,7039132.0,Others
usentric,Usentric,Security,operating,GBR,,usentric,venture,11-04-2006,6110000.0,Others
vairex-international,VAIREX international,Clean Technology,operating,GBR,,vairex-international,venture,23-09-2008,7411357.0,Cleantech / Semiconductors
valldata-services,Valldata Services,Nonprofits,operating,GBR,,valldata-services,venture,29-01-2011,10351376.0,Others
vantia-therapeutics,Vantia Therapeutics,Biotechnology,operating,GBR,,vantia-therapeutics,venture,06-07-2011,6500000.0,Cleantech / Semiconductors
vector-watch,Vector Watch,Watch,operating,GBR,01-01-2013,vector-watch,venture,25-11-2015,5000000.0,Others
veebeam,Veebeam,Hardware + Software,operating,GBR,,veebeam,venture,12-10-2010,6000000.0,Manufacturing
velocity-2,Velocity,Hospitality,operating,GBR,01-04-2014,velocity-2,venture,29-06-2015,12000000.0,Others
venation,Venation,Contact Management,operating,GBR,01-01-2001,venation,venture,19-02-2001,10200000.0,"Social, Finance, Analytics, Advertising"
verona-pharma,Verona Pharma,Biotechnology,operating,GBR,,verona-pharma,venture,06-02-2012,11500000.0,Cleantech / Semiconductors
veryan-holdings,Veryan Medical,Health Care,operating,GBR,,veryan-holdings,venture,02-07-2007,6234411.0,Health
veryan-holdings,Veryan Medical,Health Care,operating,GBR,,veryan-holdings,venture,05-04-2010,5400000.0,Health
victor,Victor,Customer Service,operating,GBR,01-01-2010,victor,venture,14-07-2015,5000000.0,"Social, Finance, Analytics, Advertising"
victor,Victor,Customer Service,operating,GBR,01-01-2010,victor,venture,26-03-2015,8000000.0,"Social, Finance, Analytics, Advertising"
victor,Victor,Customer Service,operating,GBR,01-01-2010,victor,venture,21-01-2014,8500000.0,"Social, Finance, Analytics, Advertising"
videoplaza,Videoplaza,Advertising,acquired,GBR,01-11-2007,videoplaza,venture,01-02-2012,12000000.0,"Social, Finance, Analytics, Advertising"
virtensys,VirtenSys,Infrastructure,acquired,GBR,01-01-2005,virtensys,venture,31-01-2008,12000000.0,"Social, Finance, Analytics, Advertising"
viscose-closures,Viscose Closures,Manufacturing,operating,GBR,,viscose-closures,venture,20-02-2012,7930416.0,Manufacturing
vodat-international,Vodat International,Web Hosting,operating,GBR,,vodat-international,venture,06-04-2012,7927687.0,Others
volantis,Volantis Systems,Software,acquired,GBR,01-01-2000,volantis,venture,13-09-2005,7500000.0,Others
wahanda,Wahanda,Beauty,acquired,GBR,14-02-2008,wahanda,venture,17-10-2011,8682611.0,Health
watchfinder,Watchfinder,Brand Marketing,operating,GBR,01-01-2001,watchfinder,venture,10-09-2014,10000000.0,"Social, Finance, Analytics, Advertising"
watson-brown,Watson Brown,Clean Technology,operating,GBR,01-01-1997,watson-brown,venture,08-09-2008,6393044.0,Cleantech / Semiconductors
wayn,WAYN,Photography,operating,GBR,01-01-2002,wayn,venture,01-11-2006,11000000.0,Entertainment
we-r-interactive,We R Interactive,Film,operating,GBR,01-01-2010,we-r-interactive,venture,13-05-2011,5000000.0,Entertainment
weaveworks,Weaveworks,Application Performance Monitoring,operating,GBR,,weaveworks,venture,03-12-2014,5000000.0,"News, Search and Messaging"
wecomm,weComm,Mobile,acquired,GBR,,wecomm,venture,14-08-2007,6033021.0,"News, Search and Messaging"
weswap-com,WeSwap.com,Travel,operating,GBR,01-01-2010,weswap-com,venture,26-10-2014,7500000.0,Entertainment
